f0,f1,top_type,opt_action,opt_serves,q_serve_0,q_serve_1,delta,past_dl_0,past_dl_1
14,13,0,1,0,904.897378,963.744903,58.847525,1,1
14,14,0,1,0,928.510803,1010.642782,82.131979,1,1
14,15,1,0,0,952.808475,1056.250240,103.441765,1,1
15,0,0,1,0,324.522280,491.177213,166.654933,1,0
15,1,0,1,0,351.162291,510.266996,159.104704,1,0
15,2,0,1,0,380.721329,531.692808,150.971479,1,0
15,3,0,1,0,413.737292,555.719921,141.982629,1,0
15,4,0,1,0,450.918223,582.656080,131.737857,1,0
15,5,0,1,0,493.194622,612.855887,119.661266,1,0
15,6,0,1,0,542.727652,646.715900,103.988248,1,0
15,7,0,1,0,601.821739,684.659287,82.837547,1,0
15,8,0,1,0,672.397801,727.149053,54.751251,1,0
15,9,0,1,0,756.785968,774.664049,17.878081,1,0
15,10,0,0,1,857.809758,827.682466,-30.127291,1,1
15,11,0,0,1,878.887959,879.209871,0.321912,1,1
15,12,0,1,0,900.962643,929.106702,28.144059,1,1
15,13,0,1,0,923.913484,977.478863,53.565380,1,1
15,14,0,1,0,947.636439,1024.439314,76.802875,1,1
15,15,0,1,0,972.041664,1070.093202,98.051538,1,1
