f0,f1,top_type,opt_action,opt_serves,q_serve_0,q_serve_1,delta,past_dl_0,past_dl_1
19,4,0,0,1,405.599530,296.757439,-108.842091,1,1
19,5,0,0,1,432.195037,325.600926,-106.594111,1,1
19,6,0,0,1,458.792223,354.409061,-104.383162,1,1
19,7,0,0,1,485.390875,383.182229,-102.208646,1,1
19,8,0,0,1,511.990717,411.920670,-100.070047,1,1
19,9,0,0,1,538.591385,440.624453,-97.966932,1,1
19,10,0,0,1,565.192399,469.293431,-95.898968,1,1
19,11,0,0,1,591.793129,497.927197,-93.865932,1,1
19,12,0,0,1,618.392748,526.525016,-91.867733,1,1
19,13,0,0,1,644.990175,555.085750,-89.904425,1,1
19,14,0,0,1,671.583998,583.607756,-87.976243,1,1
19,15,0,0,1,698.172382,612.088764,-86.083618,1,1
19,16,0,0,1,724.752938,640.525719,-84.227219,1,1
19,17,0,0,1,751.322557,668.914584,-82.407973,1,1
19,18,0,0,1,777.877180,697.250095,-80.627085,1,1
19,19,0,0,1,804.411491,725.525452,-78.886039,1,1
19,20,1,1,1,830.918464,753.769884,-77.148580,1,1
19,21,1,1,1,857.075062,781.927884,-75.147179,1,1
19,22,1,1,1,883.101554,809.984694,-73.116860,1,1
19,23,1,1,1,908.962197,837.921725,-71.040473,1,1
19,24,1,1,1,934.609930,865.715594,-68.894336,1,1
20,0,0,0,1,224.139171,200.302437,-23.836734,1,0
20,1,0,0,1,285.052220,224.528291,-60.523929,1,0
20,2,0,0,1,371.963797,253.716218,-118.247579,1,1
20,3,0,0,1,398.873082,282.866877,-116.006204,1,1
20,4,0,0,1,425.779978,311.980856,-113.799121,1,1
20,5,0,0,1,452.684354,341.058665,-111.625689,1,1
20,6,0,0,1,479.586025,370.100715,-109.485310,1,1
20,7,0,0,1,506.484737,399.107304,-107.377433,1,1
20,8,0,0,1,533.380141,428.078589,-105.301551,1,1
20,9,0,0,1,560.271769,457.014556,-103.257212,1,1
20,10,0,0,1,587.158994,485.914978,-101.244015,1,1
20,11,0,0,1,614.040987,514.779368,-99.261619,1,1
20,12,0,0,1,640.916657,543.606910,-97.309747,1,1
20,13,0,0,1,667.784578,572.396388,-95.388190,1,1
20,14,0,0,1,694.642894,601.146077,-93.496816,1,1
20,15,0,0,1,721.489196,629.853625,-91.635571,1,1
20,16,0,0,1,748.320365,658.515887,-89.804479,1,1
20,17,0,0,1,775.132362,687.128735,-88.003627,1,1
20,18,0,0,1,801.919948,715.686806,-86.233142,1,1
20,19,0,0,1,828.676304,744.183190,-84.493113,1,1
20,20,0,0,1,855.392510,772.609045,-82.783465,1,1
20,21,1,1,1,882.056801,800.991040,-81.065761,1,1
20,22,1,1,1,908.339985,829.270526,-79.069459,1,1
20,23,1,1,1,934.453800,857.428797,-77.025004,1,1
20,24,1,1,1,960.350945,885.442326,-74.908618,1,1
21,0,0,0,1,242.405009,214.018179,-28.386831,1,0
21,1,0,0,1,303.641358,238.456782,-65.184576,1,0
21,2,0,0,1,390.871797,267.857539,-123.014257,1,1
21,3,0,0,1,418.095698,297.221022,-120.874677,1,1
21,4,0,0,1,445.312992,326.547734,-118.765258,1,1
21,5,0,0,1,472.523556,355.838103,-116.685454,1,1
21,6,0,0,1,499.727201,385.092463,-114.634738,1,1
21,7,0,0,1,526.923648,414.311037,-112.612611,1,1
21,8,0,0,1,554.112503,443.493907,-110.618596,1,1
21,9,0,0,1,581.293220,472.640985,-108.652235,1,1
21,10,0,0,1,608.465066,501.751975,-106.713091,1,1
21,11,0,0,1,635.627058,530.826316,-104.800742,1,1
21,12,0,0,1,662.777902,559.863124,-102.914778,1,1
21,13,0,0,1,689.915902,588.861109,-101.054793,1,1
21,14,0,0,1,717.038851,617.818474,-99.220377,1,1
21,15,0,0,1,744.143888,646.732789,-97.411099,1,1
21,16,0,0,1,771.227313,675.600831,-95.626482,1,1
21,17,0,0,1,798.284346,704.418388,-93.865958,1,1
21,18,0,0,1,825.308804,733.180005,-92.128800,1,1
21,19,0,0,1,852.292673,761.878671,-90.414003,1,1
21,20,0,0,1,879.225514,790.505430,-88.720084,1,1
21,21,0,0,1,906.093641,819.048889,-87.044752,1,1
21,22,1,1,1,932.878941,847.532514,-85.346427,1,1
21,23,1,1,1,959.243926,875.893730,-83.350196,1,1
21,24,1,1,1,985.388573,904.108878,-81.279695,1,1
22,0,0,0,1,260.027781,227.245614,-32.782167,1,0
22,1,0,0,1,321.577885,251.873686,-69.704199,1,0
22,2,0,0,1,409.117960,281.464123,-127.653837,1,1
22,3,0,0,1,436.647539,311.017420,-125.630120,1,1
22,4,0,0,1,464.166579,340.534007,-123.632572,1,1
22,5,0,0,1,491.674971,370.014243,-121.660728,1,1
22,6,0,0,1,519.172529,399.458393,-119.714136,1,1
22,7,0,0,1,546.658960,428.866612,-117.792348,1,1
22,8,0,0,1,574.133837,458.238917,-115.894920,1,1
22,9,0,0,1,601.596560,487.575157,-114.021403,1,1
22,10,0,0,1,629.046310,516.874969,-112.171341,1,1
22,11,0,0,1,656.481989,546.137732,-110.344257,1,1
22,12,0,0,1,683.902140,575.362497,-108.539644,1,1
22,13,0,0,1,711.304855,604.547907,-106.756948,1,1
22,14,0,0,1,738.687648,633.692101,-104.995547,1,1
22,15,0,0,1,766.047296,662.792579,-103.254717,1,1
22,16,0,0,1,793.379634,691.846045,-101.533589,1,1
22,17,0,0,1,820.679288,720.848209,-99.831080,1,1
22,18,0,0,1,847.939320,749.793530,-98.145790,1,1
22,19,0,0,1,875.150755,778.674907,-96.475848,1,1
22,20,0,0,1,902.301936,807.483280,-94.818656,1,1
22,21,0,0,1,929.377634,836.207136,-93.170497,1,1
22,22,0,0,1,956.357783,864.831890,-91.525893,1,1
22,23,1,1,1,983.215662,893.376985,-89.838677,1,1
22,24,1,1,1,1009.602423,921.774938,-87.827485,1,1
23,0,0,0,1,277.009461,240.038442,-36.971018,1,0
23,1,0,0,1,338.859221,264.832055,-74.027166,1,0
23,2,0,0,1,426.695240,294.588383,-132.106857,1,1
23,3,0,0,1,454.517181,324.307855,-130.209326,1,1
23,4,0,0,1,482.325025,353.990841,-128.334183,1,1
23,5,0,0,1,510.118678,383.637637,-126.481042,1,1
23,6,0,0,1,537.897958,413.248447,-124.649511,1,1
23,7,0,0,1,565.662562,442.823369,-122.839193,1,1
23,8,0,0,1,593.412039,472.362362,-121.049677,1,1
23,9,0,0,1,621.145747,501.865217,-119.280530,1,1
23,10,0,0,1,648.862800,531.331517,-117.531283,1,1
23,11,0,0,1,676.562006,560.760580,-115.801425,1,1
23,12,0,0,1,704.241780,590.151403,-114.090377,1,1
23,13,0,0,1,731.900041,619.502569,-112.397472,1,1
23,14,0,0,1,759.534080,648.812157,-110.721923,1,1
23,15,0,0,1,787.140381,678.077603,-109.062778,1,1
23,16,0,0,1,814.714406,707.295545,-107.418861,1,1
23,17,0,0,1,842.250301,736.461622,-105.788679,1,1
23,18,0,0,1,869.740519,765.570215,-104.170304,1,1
23,19,0,0,1,897.175310,794.614138,-102.561172,1,1
23,20,0,0,1,924.542034,823.584233,-100.957801,1,1
23,21,0,0,1,951.824218,852.468879,-99.355339,1,1
23,22,0,0,1,979.000223,881.253363,-97.746860,1,1
23,23,0,0,1,1006.041337,909.919103,-96.122234,1,1
23,24,1,1,1,1032.908977,938.480482,-94.428495,1,1
24,0,0,0,1,293.357546,252.427949,-40.929596,1,0
24,1,0,0,1,355.489561,277.362644,-78.126916,1,0
24,2,0,0,1,443.604574,307.260554,-136.344020,1,1
24,3,0,0,1,471.702354,337.122054,-134.580300,1,1
24,4,0,0,1,499.782899,366.947457,-132.835441,1,1
24,5,0,0,1,527.846128,396.737008,-131.109121,1,1
24,6,0,0,1,555.891862,426.490859,-129.401003,1,1
24,7,0,0,1,583.919790,456.209057,-127.710733,1,1
24,8,0,0,1,611.929441,485.891510,-126.037931,1,1
24,9,0,0,1,639.920137,515.537960,-124.382176,1,1
24,10,0,0,1,667.890938,545.147938,-122.742999,1,1
24,11,0,0,1,695.840574,574.720714,-121.119859,1,1
24,12,0,0,1,723.767355,604.255230,-119.512125,1,1
24,13,0,0,1,751.669062,633.750020,-117.919042,1,1
24,14,0,0,1,779.542799,663.203104,-116.339695,1,1
24,15,0,0,1,807.384816,692.611864,-114.772953,1,1
24,16,0,0,1,835.190269,721.972876,-113.217393,1,1
24,17,0,0,1,862.952914,751.281712,-111.671202,1,1
24,18,0,0,1,890.664710,780.532685,-110.132025,1,1
24,19,0,0,1,918.315277,809.718526,-108.596752,1,1
24,20,0,0,1,945.891182,838.829991,-107.061191,1,1
24,21,0,0,1,973.374943,867.855357,-105.519587,1,1
24,22,0,0,1,1000.743648,896.779794,-103.963854,1,1
24,23,0,0,1,1027.966972,925.584582,-102.382390,1,1
24,24,0,0,1,1055.004299,954.246127,-100.758172,1,1
